HTS Code,Material,Classification,Chapter,Chapter Description,Declaration Required,Notes
8431.39.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8431.41.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8431.42.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8431.43.40,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8431.43.80,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8431.49.10,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8431.49.90,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8432.10.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8432.90.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8433.11.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8433.20.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8433.51.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8433.59.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8433.90.10,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8433.90.50,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8443.16.0000,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8450.11.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8450.20.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8451.21.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8451.29.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8454.20.0010,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8454.20.0060,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8455.30.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8455.90.4000,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8455.90.8000,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8457.10.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8474.90.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8477.10.30,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8477.10.40,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8477.10.90,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8477.90.25,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8477.90.8601,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8479.89.55,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8479.89.65,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8479.90.45,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8479.90.55,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8479.90.65,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8479.90.75,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8479.90.85,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8479.90.95,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8480.49.0010,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8480.71.8045,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8480.71.8060,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8480.79.9010,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.10.5004,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.10.5008,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.10.5012,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.10.5016,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.10.5024,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.10.5028,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.10.5032,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.10.5036,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.10.5052,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.10.5056,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.10.5060,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.10.5064,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.10.5068,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.20.0064,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.20.0067,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.20.0090,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.99.05,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.99.15,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.99.25,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.99.35,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.99.45,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8482.99.65,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.10.1010,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.10.1050,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.10.50,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.20.40,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.20.80,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.30.40,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.30.80,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.40.10,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.40.5020,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.40.90,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.50.60,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.50.90,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.60.40,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.60.80,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.90.20,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.90.30,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.90.50,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.90.70,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8483.90.80,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8501.53.40,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8501.53.60,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8501.53.80,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8501.64.0110,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8502.31.0000,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8503.00.35,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8503.00.45,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8503.00.65,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8503.00.75,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8503.00.90,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8503.00.95,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8504.23.00,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8504.33.00,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8504.90.9634,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8504.90.9638,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8504.90.9642,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8509.80.20,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8514.20.40,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8514.20.60,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8516.29.00,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8516.60.40,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8516.60.60,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8547.90.00,Steel,Derivative Steel Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8601.10.00,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8601.20.00,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8602.10.00,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8602.90.00,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8603.10.00,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8603.90.00,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8604.00.00,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8605.00.00,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8607.11.00,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8607.19.0300,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8607.19.06,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8607.19.12,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8607.19.15,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8607.19.90,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8607.21.50,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8607.30.1010,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8607.30.1050,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8607.30.1090,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8607.30.50,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8607.91.00,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8607.99.50,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8609.00.00,Steel,Derivative Steel Article (Other Chapters),86,Chapter 86: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8701.10.01,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8701.21.0080,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8701.22.0080,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8701.23.0080,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
